ticker    ,sector                ,region                     ,piotroski_score,altman_score,beneish_score,surprise_score,beat_score,adjustment_score,earnings_quality_score,quality_grade
601677    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300007    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2377      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300747    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600201    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002987    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603185    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2354      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688798    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600702    ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
4749      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A108490   ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601921    ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
546       ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300296    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000680    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
1795      ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600206    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
4681      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000581    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
003035    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
152       ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
1477      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688503    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603678    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9006      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002508    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
500184    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9336      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A302440   ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
1860      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
URC       ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WAF       ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603556    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LALPATHLAB,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603039    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002315    ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688116    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3918      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A214150   ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6770      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6923      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688131    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601918    ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6415      ,Information Technology,Latin America and Caribbean,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9449      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SHYAMMETL ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9072      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601636    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688519    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300777    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2353      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
