ticker    ,name                                                                                   ,sector                ,industry                                             ,exchange,market_cap,enterprise_value,last_price,price_target,composite_quality_score,quality_tier
DASA3     ,Diagnósticos da América S.A.                                                           ,Health Care           ,Health Care Providers and Services                   ,BOVESPA ,1012.19   ,2454.02         ,4.26      ,3.3333      ,37.95773661270238      ,Below Avg
CRCL      ,Circle Internet Group Inc.                                                             ,Information Technology,Software                                             ,NYSE    ,15053.95  ,13869.19        ,63.93     ,137.6026    ,37.948007471980084     ,Below Avg
WPP       ,WPP plc                                                                                ,Communication Services,Media                                                ,LSE     ,4445.3    ,12079.0         ,3.018     ,3.6308      ,37.94388231631383      ,Below Avg
600702    ,Shede Spirits Co. Ltd.                                                                 ,Consumer Staples      ,Beverages                                            ,SHSE    ,2661.07   ,2807.09         ,56.3      ,67.74       ,37.94248132004982      ,Below Avg
AGUILASCPO,Ollamani S.A.B.                                                                        ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,BMV     ,513.7     ,594.51          ,75.19     ,112.0       ,37.924968866749694     ,Below Avg
RNSS      ,Renaissance Services SAOG                                                              ,Industrials           ,Commercial Services and Supplies                     ,MSM     ,182.19    ,338.99          ,0.328     ,0.354       ,37.923178704856795     ,Below Avg
3677      ,Jiangsu Zenergy Battery Technologies Group Co. Ltd.                                    ,Industrials           ,Electrical Equipment                                 ,SEHK    ,2897.04   ,3246.51         ,8.86      ,14.7474     ,37.92185554171856      ,Below Avg
300751    ,Suzhou Maxwell Technologies Co. Ltd.                                                   ,Information Technology,Semiconductors and Semiconductor Equipment           ,SZSE    ,12436.01  ,12530.61        ,310.52    ,130.04      ,37.9069894146949       ,Below Avg
TNOM      ,Talenom Oyj                                                                            ,Industrials           ,Professional Services                                ,HLSE    ,138.05    ,246.58          ,2.555     ,3.4333      ,37.90512141967621      ,Below Avg
CTEK      ,CTEK AB (publ)                                                                         ,Industrials           ,Electrical Equipment                                 ,OM      ,98.02     ,134.93          ,12.42     ,20.8333     ,37.90496575342466      ,Below Avg
AMV0      ,Aumovio SE                                                                             ,Consumer Discretionary,Automobile Components                                ,XTRA    ,4826.03   ,3709.24         ,40.72     ,49.0778     ,37.9041095890411       ,Below Avg
TTS       ,TTS (Transport Trade Services) S.A.                                                    ,Industrials           ,Marine Transportation                                ,BVB     ,245.59    ,301.96          ,5.85      ,4.1567      ,37.87336550435867      ,Below Avg
ALGT      ,Allegiant Travel Company                                                               ,Industrials           ,Passenger Airlines                                   ,NasdaqGS,1568.93   ,2738.08         ,88.63     ,100.1818    ,37.85974470734745      ,Below Avg
SSE       ,SSE plc                                                                                ,Utilities             ,Electric Utilities                                   ,LSE     ,39909.58  ,54638.88        ,24.22     ,25.1907     ,37.85966687422168      ,Below Avg
BIGCH     ,Büyük Sefler Gida Turizm Tekstil Danismanlik Organizasyon Egitim Sanayi Ve Ticaret A.S.,Consumer Discretionary,Hotels Restaurants and Leisure                       ,IBSE    ,135.31    ,153.79          ,55.0      ,101.4       ,37.85266189290162      ,Below Avg
301018    ,Guangdong Shenling Environmental Systems Co. Ltd.                                      ,Industrials           ,Building Products                                    ,SZSE    ,2507.66   ,2600.75         ,65.52     ,63.0        ,37.84713574097137      ,Below Avg
DUNI      ,Duni AB (publ)                                                                         ,Consumer Discretionary,Household Durables                                   ,OM      ,555.48    ,777.88          ,104.8     ,121.0       ,37.83810709838108      ,Below Avg
GILT      ,Gilat Satellite Networks Ltd.                                                          ,Information Technology,Communications Equipment                             ,NasdaqGS,1410.95   ,1321.53         ,19.29     ,16.3        ,37.82619863013699      ,Below Avg
ZLAB      ,Zai Lab Limited                                                                        ,Health Care           ,Biotechnology                                        ,NasdaqGM,1846.24   ,1348.45         ,16.6      ,44.9192     ,37.81483499377335      ,Below Avg
603296    ,Huaqin Technology Co. Ltd.                                                             ,Information Technology,Technology Hardware Storage and Peripherals          ,SHSE    ,12596.54  ,12945.97        ,86.46     ,114.75      ,37.808764009962644     ,Below Avg
